sample_id,model,faithfulness_score,num_transitions,num_justified,avg_confidence
pilot_0477,gpt-5,0.0,3,0,50.0
pilot_0607,gpt-5,0.25,2,1,50.0
pilot_0670,gpt-5,0.0,2,0,50.0
pilot_0655,gpt-5,0.0,1,0,50.0
pilot_0624,gpt-5,0.0,2,0,50.0
pilot_0647,gpt-5,0.0,3,0,50.0
pilot_0633,gpt-5,0.0,1,0,50.0
pilot_0634,gpt-5,0.0,1,0,50.0
pilot_0496,gpt-5,0.0,3,0,50.0
pilot_0639,gpt-5,0.0,2,0,50.0
pilot_0682,gpt-5,0.0,2,0,50.0
pilot_0650,gpt-5,0.0,2,0,50.0
pilot_0656,gpt-5,0.0,3,0,50.0
pilot_0604,gpt-5,0.0,2,0,50.0
pilot_0611,gpt-5,0.0,3,0,50.0
pilot_0623,gpt-5,0.0,3,0,50.0
pilot_0631,gpt-5,0.0,2,0,50.0
pilot_0641,gpt-5,0.435,2,1,68.5
pilot_0644,gpt-5,0.0,2,0,50.0
pilot_0495,gpt-5,0.0,3,0,50.0
pilot_0658,gpt-5,0.0,2,0,50.0
pilot_0660,gpt-5,0.0,2,0,50.0
pilot_0704,gpt-5,0.5,1,1,50.0
pilot_0665,gpt-5,0.0,2,0,50.0
pilot_0671,gpt-5,0.0,2,0,50.0
pilot_0677,gpt-5,0.0,2,0,50.0
pilot_0651,gpt-5,0.0,3,0,50.0
pilot_0664,gpt-5,0.0,2,0,50.0
pilot_0674,gpt-5,0.0,2,0,50.0
pilot_0637,gpt-5,0.0,2,0,50.0
pilot_0643,gpt-5,0.0,3,0,50.0
pilot_0681,gpt-5,0.0,2,0,50.0
pilot_0630,gpt-5,0.16666666666666666,3,1,50.0
pilot_0616,gpt-5,0.0,3,0,50.0
pilot_0694,gpt-5,0.0,2,0,50.0
pilot_0691,gpt-5,0.0,2,0,50.0
pilot_0675,gpt-5,0.0,2,0,50.0
pilot_0680,gpt-5,0.0,2,0,50.0
pilot_0673,gpt-5,0.0,2,0,50.0
pilot_0646,gpt-5,0.0,3,0,50.0
pilot_0666,gpt-5,0.0,2,0,50.0
pilot_0685,gpt-5,0.0,2,0,50.0
pilot_0712,gpt-5,0.0,1,0,50.0
pilot_0652,gpt-5,0.0,3,0,50.0
pilot_0672,gpt-5,0.0,2,0,50.0
pilot_0693,gpt-5,0.0,2,0,50.0
pilot_0700,gpt-5,0.0,2,0,50.0
pilot_0729,gpt-5,0.0,1,0,50.0
pilot_0663,gpt-5,0.0,3,0,50.0
pilot_0728,gpt-5,0.0,1,0,50.0
pilot_0678,gpt-5,0.0,2,0,50.0
pilot_0703,gpt-5,0.0,2,0,50.0
pilot_0722,gpt-5,0.0,1,0,50.0
pilot_0710,gpt-5,0.0,2,0,50.0
pilot_0708,gpt-5,0.0,2,0,50.0
pilot_0657,gpt-5,0.0,3,0,50.0
pilot_0688,gpt-5,0.0,2,0,50.0
pilot_0695,gpt-5,0.0,3,0,50.0
pilot_0709,gpt-5,0.0,2,0,50.0
pilot_0698,gpt-5,0.0,2,0,50.0
pilot_0758,gpt-5,0.0,1,0,50.0
pilot_0719,gpt-5,0.0,2,0,50.0
pilot_0718,gpt-5,0.0,2,0,50.0
pilot_0730,gpt-5,0.0,2,0,50.0
pilot_0618,gpt-5,0.0,3,0,50.0
pilot_0714,gpt-5,0.0,2,0,50.0
pilot_0686,gpt-5,0.0,3,0,50.0
pilot_0743,gpt-5,0.0,1,0,50.0
pilot_0754,gpt-5,0.0,1,0,50.0
pilot_0683,gpt-5,0.0,3,0,50.0
pilot_0701,gpt-5,0.0,3,0,50.0
pilot_0706,gpt-5,0.0,3,0,50.0
pilot_0721,gpt-5,0.0,2,0,50.0
pilot_0731,gpt-5,0.0,2,0,50.0
pilot_0760,gpt-5,0.0,1,0,50.0
pilot_0696,gpt-5,0.0,3,0,50.0
pilot_0726,gpt-5,0.0,2,0,50.0
pilot_0705,gpt-5,0.0,3,0,50.0
pilot_0772,gpt-5,0.0,1,0,50.0
pilot_0757,gpt-5,0.0,1,0,50.0
pilot_0720,gpt-5,0.0,2,0,50.0
pilot_0711,gpt-5,0.0,3,0,50.0
pilot_0761,gpt-5,0.25,2,1,50.0
pilot_0745,gpt-5,0.0,2,0,50.0
pilot_0782,gpt-5,0.0,1,0,50.0
pilot_0756,gpt-5,0.0,2,0,50.0
pilot_0779,gpt-5,0.0,1,0,50.0
pilot_0788,gpt-5,0.0,1,0,50.0
pilot_0739,gpt-5,0.0,2,0,50.0
pilot_0785,gpt-5,0.0,1,0,50.0
pilot_0764,gpt-5,0.0,2,0,50.0
pilot_0787,gpt-5,0.0,1,0,50.0
pilot_0762,gpt-5,0.0,2,0,50.0
pilot_0727,gpt-5,0.0,2,0,50.0
pilot_0716,gpt-5,0.0,2,0,50.0
pilot_0737,gpt-5,0.0,2,0,50.0
pilot_0763,gpt-5,0.0,2,0,50.0
pilot_0740,gpt-5,0.0,2,0,50.0
pilot_0759,gpt-5,0.0,2,0,50.0
pilot_0776,gpt-5,0.0,1,0,50.0
pilot_0806,gpt-5,0.0,1,0,50.0
pilot_0715,gpt-5,0.0,3,0,50.0
pilot_0753,gpt-5,0.0,2,0,50.0
pilot_0769,gpt-5,0.0,2,0,50.0
pilot_0746,gpt-5,0.0,2,0,50.0
pilot_0768,gpt-5,0.0,1,0,50.0
pilot_0765,gpt-5,0.0,2,0,50.0
pilot_0749,gpt-5,0.2833333333333333,3,1,61.666666666666664
pilot_0802,gpt-5,0.0,2,0,50.0
pilot_0744,gpt-5,0.0,2,0,50.0
pilot_0770,gpt-5,0.0,2,0,50.0
pilot_0790,gpt-5,0.0,1,0,50.0
pilot_0789,gpt-5,0.0,1,0,50.0
pilot_0831,gpt-5,0.0,1,0,50.0
pilot_0793,gpt-5,0.0,2,0,50.0
pilot_0736,gpt-5,0.0,2,0,50.0
pilot_0791,gpt-5,0.0,1,0,50.0
pilot_0807,gpt-5,0.0,2,0,50.0
pilot_0809,gpt-5,0.0,2,0,50.0
pilot_0777,gpt-5,0.0,2,0,50.0
pilot_0819,gpt-5,0.0,2,0,50.0
pilot_0783,gpt-5,0.0,3,0,50.0
pilot_0808,gpt-5,0.0,1,0,50.0
pilot_0733,gpt-5,0.0,3,0,50.0
pilot_0805,gpt-5,0.0,1,0,50.0
pilot_0837,gpt-5,0.0,1,0,50.0
pilot_0774,gpt-5,0.0,2,0,50.0
pilot_0741,gpt-5,0.0,3,0,50.0
pilot_0810,gpt-5,0.0,2,0,50.0
pilot_0847,gpt-5,0.0,2,0,50.0
pilot_0804,gpt-5,0.0,2,0,50.0
pilot_0846,gpt-5,0.0,2,0,50.0
pilot_0850,gpt-5,0.0,1,0,50.0
pilot_0738,gpt-5,0.0,3,0,50.0
pilot_0864,gpt-5,0.0,1,0,50.0
pilot_0742,gpt-5,0.0,3,0,50.0
pilot_0834,gpt-5,0.0,3,0,50.0
pilot_0863,gpt-5,0.0,1,0,50.0
pilot_0845,gpt-5,0.0,1,0,50.0
pilot_0829,gpt-5,0.25,2,1,50.0
pilot_0833,gpt-5,0.0,2,0,50.0
pilot_0792,gpt-5,0.0,2,0,50.0
pilot_0795,gpt-5,0.0,3,0,50.0
pilot_0852,gpt-5,0.0,1,0,50.0
pilot_0835,gpt-5,0.0,3,0,50.0
pilot_0827,gpt-5,0.0,2,0,50.0
pilot_0844,gpt-5,0.0,2,0,50.0
pilot_0866,gpt-5,0.0,2,0,50.0
pilot_0848,gpt-5,0.0,3,0,50.0
pilot_0877,gpt-5,0.0,1,0,50.0
pilot_0821,gpt-5,0.0,2,0,50.0
pilot_0854,gpt-5,0.0,3,0,50.0
pilot_0839,gpt-5,0.0,2,0,50.0
pilot_0822,gpt-5,0.0,3,0,50.0
pilot_0813,gpt-5,0.0,3,0,50.0
pilot_0826,gpt-5,0.0,2,0,50.0
pilot_0856,gpt-5,0.0,1,0,50.0
pilot_0786,gpt-5,0.0,3,0,50.0
pilot_0820,gpt-5,0.0,3,0,50.0
pilot_0843,gpt-5,0.0,2,0,50.0
pilot_0881,gpt-5,0.0,1,0,50.0
pilot_0780,gpt-5,0.0,3,0,50.0
pilot_0816,gpt-5,0.0,2,0,50.0
pilot_0811,gpt-5,0.0,3,0,50.0
pilot_0838,gpt-5,0.0,3,0,50.0
pilot_0853,gpt-5,0.0,3,0,50.0
pilot_0886,gpt-5,0.0,1,0,50.0
pilot_0849,gpt-5,0.0,2,0,50.0
pilot_0880,gpt-5,0.0,2,0,50.0
pilot_0859,gpt-5,0.2833333333333333,3,1,61.666666666666664
pilot_0890,gpt-5,0.0,1,0,50.0
pilot_0873,gpt-5,0.0,2,0,50.0
pilot_0874,gpt-5,0.0,2,0,50.0
pilot_0861,gpt-5,0.0,2,0,50.0
pilot_0904,gpt-5,0.0,1,0,50.0
pilot_0883,gpt-5,0.0,2,0,50.0
pilot_0885,gpt-5,0.0,2,0,50.0
pilot_0920,gpt-5,0.0,1,0,50.0
pilot_0918,gpt-5,0.0,1,0,50.0
pilot_0887,gpt-5,0.0,1,0,50.0
pilot_0801,gpt-5,0.0,3,0,50.0
pilot_0878,gpt-5,0.0,2,0,50.0
pilot_0865,gpt-5,0.0,2,0,50.0
pilot_0910,gpt-5,0.0,2,0,50.0
pilot_0892,gpt-5,0.25,2,1,50.0
pilot_0879,gpt-5,0.0,2,0,50.0
pilot_0867,gpt-5,0.0,2,0,50.0
pilot_0905,gpt-5,0.0,2,0,50.0
pilot_0851,gpt-5,0.0,3,0,50.0
pilot_0828,gpt-5,0.0,3,0,50.0
pilot_0899,gpt-5,0.0,1,0,50.0
pilot_0855,gpt-5,0.29333333333333333,3,1,62.666666666666664
pilot_0823,gpt-5,0.0,3,0,50.0
pilot_0934,gpt-5,0.0,1,0,50.0
pilot_0862,gpt-5,0.0,2,0,50.0
pilot_0882,gpt-5,0.0,2,0,50.0
pilot_0906,gpt-5,0.0,1,0,50.0
pilot_0842,gpt-5,0.0,3,0,50.0
pilot_0936,gpt-5,0.0,1,0,50.0
pilot_0858,gpt-5,0.0,3,0,50.0
pilot_0869,gpt-5,0.0,2,0,50.0
pilot_0870,gpt-5,0.0,3,0,50.0
pilot_0903,gpt-5,0.0,2,0,50.0
pilot_0919,gpt-5,0.0,2,0,50.0
pilot_0959,gpt-5,0.0,1,0,50.0
pilot_0956,gpt-5,0.0,1,0,50.0
pilot_0921,gpt-5,0.0,2,0,50.0
pilot_0902,gpt-5,0.0,2,0,50.0
pilot_0888,gpt-5,0.0,3,0,50.0
pilot_0871,gpt-5,0.0,3,0,50.0
pilot_0884,gpt-5,0.0,2,0,50.0
pilot_0913,gpt-5,0.0,3,0,50.0
pilot_0949,gpt-5,0.0,2,0,50.0
pilot_0947,gpt-5,0.0,2,0,50.0
pilot_0894,gpt-5,0.0,3,0,50.0
pilot_0961,gpt-5,0.0,2,0,50.0
pilot_0901,gpt-5,0.0,3,0,50.0
pilot_0963,gpt-5,0.0,2,0,50.0
pilot_0948,gpt-5,0.0,1,0,50.0
pilot_0928,gpt-5,0.0,2,0,50.0
pilot_0876,gpt-5,0.0,3,0,50.0
pilot_0965,gpt-5,0.0,2,0,50.0
pilot_0972,gpt-5,0.0,2,0,50.0
pilot_0967,gpt-5,0.0,2,0,50.0
pilot_0944,gpt-5,0.0,3,0,50.0
pilot_0891,gpt-5,0.0,2,0,50.0
pilot_0868,gpt-5,0.0,3,0,50.0
pilot_0917,gpt-5,0.0,2,0,50.0
pilot_0930,gpt-5,0.0,2,0,50.0
pilot_0908,gpt-5,0.0,2,0,50.0
pilot_0929,gpt-5,0.0,1,0,50.0
pilot_0922,gpt-5,0.0,2,0,50.0
pilot_0912,gpt-5,0.0,2,0,50.0
pilot_0937,gpt-5,0.0,2,0,50.0
pilot_0932,gpt-5,0.0,3,0,50.0
pilot_0975,gpt-5,0.0,2,0,50.0
pilot_0933,gpt-5,0.0,2,0,50.0
pilot_0978,gpt-5,0.0,2,0,50.0
pilot_0938,gpt-5,0.0,3,0,50.0
pilot_0986,gpt-5,0.0,2,0,50.0
pilot_0969,gpt-5,0.0,2,0,50.0
pilot_0926,gpt-5,0.0,3,0,50.0
pilot_0953,gpt-5,0.0,2,0,50.0
pilot_0946,gpt-5,0.0,2,0,50.0
pilot_0964,gpt-5,0.0,2,0,50.0
pilot_1104,gpt-5,0.0,1,0,50.0
pilot_0962,gpt-5,0.0,2,0,50.0
pilot_0935,gpt-5,0.0,2,0,50.0
pilot_0966,gpt-5,0.0,2,0,50.0
pilot_0987,gpt-5,0.0,2,0,50.0
pilot_0941,gpt-5,0.0,3,0,50.0
pilot_0945,gpt-5,0.0,2,0,50.0
pilot_0924,gpt-5,0.0,3,0,50.0
pilot_0976,gpt-5,0.0,2,0,50.0
pilot_0968,gpt-5,0.0,2,0,50.0
pilot_0979,gpt-5,0.0,2,0,50.0
pilot_0995,gpt-5,0.0,1,0,50.0
pilot_0955,gpt-5,0.0,2,0,50.0
pilot_0951,gpt-5,0.0,2,0,50.0
pilot_0999,gpt-5,0.0,2,0,50.0
pilot_0954,gpt-5,0.0,3,0,50.0
pilot_0998,gpt-5,0.0,2,0,50.0
pilot_1126,gpt-5,0.0,1,0,50.0
pilot_1124,gpt-5,0.0,1,0,50.0
pilot_0990,gpt-5,0.0,2,0,50.0
pilot_0981,gpt-5,0.0,3,0,50.0
pilot_1109,gpt-5,0.0,2,0,50.0
pilot_0992,gpt-5,0.0,3,0,50.0
pilot_0950,gpt-5,0.0,3,0,50.0
pilot_0993,gpt-5,0.0,2,0,50.0
pilot_0997,gpt-5,0.0,2,0,50.0
pilot_1103,gpt-5,0.0,2,0,50.0
pilot_0996,gpt-5,0.0,2,0,50.0
pilot_0916,gpt-5,0.0,3,0,50.0
pilot_1120,gpt-5,0.0,2,0,50.0
pilot_1111,gpt-5,0.0,2,0,50.0
pilot_1110,gpt-5,0.0,2,0,50.0
pilot_0895,gpt-5,0.0,3,0,50.0
pilot_0909,gpt-5,0.0,3,0,50.0
pilot_0942,gpt-5,0.0,3,0,50.0
pilot_0985,gpt-5,0.0,3,0,50.0
pilot_0991,gpt-5,0.0,2,0,50.0
pilot_1100,gpt-5,0.0,2,0,50.0
pilot_1106,gpt-5,0.0,2,0,50.0
pilot_0931,gpt-5,0.0,3,0,50.0
pilot_0989,gpt-5,0.0,2,0,50.0
pilot_1158,gpt-5,0.0,1,0,50.0
pilot_1107,gpt-5,0.0,2,0,50.0
pilot_1146,gpt-5,0.0,2,0,50.0
pilot_1152,gpt-5,0.0,2,0,50.0
pilot_0983,gpt-5,0.0,3,0,50.0
pilot_1117,gpt-5,0.0,2,0,50.0
pilot_1137,gpt-5,0.0,2,0,50.0
pilot_1105,gpt-5,0.0,3,0,50.0
pilot_1131,gpt-5,0.0,2,0,50.0
pilot_0977,gpt-5,0.0,2,0,50.0
pilot_1115,gpt-5,0.16666666666666666,3,1,50.0
pilot_1108,gpt-5,0.16666666666666666,3,1,50.0
pilot_1135,gpt-5,0.0,3,0,50.0
pilot_1156,gpt-5,0.0,2,0,50.0
pilot_1144,gpt-5,0.0,3,0,50.0
pilot_1141,gpt-5,0.0,1,0,50.0
pilot_1132,gpt-5,0.0,2,0,50.0
pilot_0994,gpt-5,0.0,3,0,50.0
pilot_1162,gpt-5,0.0,1,0,50.0
pilot_1114,gpt-5,0.0,2,0,50.0
pilot_1127,gpt-5,0.0,2,0,50.0
pilot_1159,gpt-5,0.0,1,0,50.0
pilot_1139,gpt-5,0.0,2,0,50.0
pilot_0974,gpt-5,0.0,3,0,50.0
pilot_1170,gpt-5,0.0,1,0,50.0
pilot_1136,gpt-5,0.0,2,0,50.0
pilot_0980,gpt-5,0.0,3,0,50.0
pilot_0973,gpt-5,0.0,3,0,50.0
pilot_1125,gpt-5,0.0,3,0,50.0
pilot_1180,gpt-5,0.0,1,0,50.0
pilot_1149,gpt-5,0.25,2,1,50.0
pilot_1140,gpt-5,0.0,2,0,50.0
pilot_1143,gpt-5,0.0,2,0,50.0
pilot_1178,gpt-5,0.0,1,0,50.0
pilot_1155,gpt-5,0.0,3,0,50.0
pilot_1121,gpt-5,0.0,3,0,50.0
pilot_1113,gpt-5,0.0,3,0,50.0
pilot_1138,gpt-5,0.0,3,0,50.0
pilot_1160,gpt-5,0.0,2,0,50.0
pilot_1157,gpt-5,0.0,3,0,50.0
pilot_1194,gpt-5,0.0,1,0,50.0
pilot_1118,gpt-5,0.0,3,0,50.0
pilot_1173,gpt-5,0.0,2,0,50.0
pilot_1176,gpt-5,0.0,2,0,50.0
pilot_1153,gpt-5,0.0,3,0,50.0
pilot_1168,gpt-5,0.0,2,0,50.0
pilot_1165,gpt-5,0.0,2,0,50.0
pilot_1171,gpt-5,0.0,2,0,50.0
pilot_1167,gpt-5,0.0,3,0,50.0
pilot_1209,gpt-5,0.88,1,1,88.0
pilot_1182,gpt-5,0.0,2,0,50.0
pilot_1191,gpt-5,0.0,2,0,50.0
pilot_1204,gpt-5,0.0,2,0,50.0
pilot_1206,gpt-5,0.0,2,0,50.0
pilot_1227,gpt-5,0.0,1,0,50.0
pilot_1207,gpt-5,0.0,2,0,50.0
pilot_1214,gpt-5,0.0,2,0,50.0
pilot_1237,gpt-5,0.0,2,0,50.0
pilot_1119,gpt-5,0.0,2,0,50.0
pilot_1185,gpt-5,0.0,1,0,50.0
pilot_1128,gpt-5,0.0,2,0,50.0
pilot_1130,gpt-5,0.0,3,0,50.0
pilot_1181,gpt-5,0.0,2,0,50.0
pilot_1148,gpt-5,0.0,2,0,50.0
pilot_1164,gpt-5,0.0,3,0,50.0
pilot_1123,gpt-5,0.0,3,0,50.0
pilot_1150,gpt-5,0.0,2,0,50.0
pilot_1205,gpt-5,0.0,2,0,50.0
pilot_1215,gpt-5,0.0,2,0,50.0
pilot_1200,gpt-5,0.0,2,0,50.0
pilot_1179,gpt-5,0.0,2,0,50.0
pilot_1169,gpt-5,0.25,2,1,50.0
pilot_1177,gpt-5,0.0,3,0,50.0
pilot_1210,gpt-5,0.0,1,0,50.0
pilot_1129,gpt-5,0.16666666666666666,3,1,50.0
pilot_1192,gpt-5,0.0,2,0,50.0
pilot_1213,gpt-5,0.0,2,0,50.0
pilot_1211,gpt-5,0.0,2,0,50.0
pilot_1188,gpt-5,0.0,2,0,50.0
pilot_1242,gpt-5,0.0,1,0,50.0
pilot_1202,gpt-5,0.0,2,0,50.0
pilot_1223,gpt-5,0.0,2,0,50.0
pilot_1189,gpt-5,0.0,2,0,50.0
pilot_1231,gpt-5,0.0,2,0,50.0
pilot_1225,gpt-5,0.0,2,0,50.0
pilot_1163,gpt-5,0.0,3,0,50.0
pilot_1236,gpt-5,0.0,2,0,50.0
pilot_1196,gpt-5,0.0,2,0,50.0
pilot_1234,gpt-5,0.0,2,0,50.0
pilot_1275,gpt-5,0.0,1,0,50.0
pilot_1260,gpt-5,0.0,1,0,50.0
pilot_1218,gpt-5,0.0,2,0,50.0
pilot_1187,gpt-5,0.0,3,0,50.0
pilot_1258,gpt-5,0.0,2,0,50.0
pilot_1197,gpt-5,0.0,3,0,50.0
pilot_1190,gpt-5,0.25,2,1,50.0
pilot_1201,gpt-5,0.0,2,0,50.0
pilot_1221,gpt-5,0.0,1,0,50.0
pilot_1161,gpt-5,0.0,3,0,50.0
pilot_1183,gpt-5,0.0,3,0,50.0
pilot_1222,gpt-5,0.0,3,0,50.0
pilot_1230,gpt-5,0.0,2,0,50.0
pilot_1291,gpt-5,0.0,1,0,50.0
pilot_1289,gpt-5,0.0,1,0,50.0
pilot_1238,gpt-5,0.0,3,0,50.0
pilot_1290,gpt-5,0.0,1,0,50.0
pilot_1272,gpt-5,0.0,3,0,50.0
pilot_1281,gpt-5,0.0,3,0,50.0
pilot_1278,gpt-5,0.0,3,0,50.0
pilot_1244,gpt-5,0.0,3,0,50.0
pilot_1195,gpt-5,0.0,2,0,50.0
pilot_1248,gpt-5,0.0,2,0,50.0
pilot_1251,gpt-5,0.0,2,0,50.0
pilot_1274,gpt-5,0.0,2,0,50.0
pilot_1257,gpt-5,0.0,3,0,50.0
pilot_1254,gpt-5,0.0,1,0,50.0
pilot_1269,gpt-5,0.25,2,1,50.0
pilot_1232,gpt-5,0.2833333333333333,3,1,61.666666666666664
pilot_1267,gpt-5,0.0,2,0,50.0
pilot_1283,gpt-5,0.0,1,0,50.0
pilot_1271,gpt-5,0.0,2,0,50.0
pilot_1302,gpt-5,0.0,1,0,50.0
pilot_1208,gpt-5,0.0,3,0,50.0
pilot_1228,gpt-5,0.0,3,0,50.0
pilot_1266,gpt-5,0.0,2,0,50.0
pilot_1309,gpt-5,0.0,2,0,50.0
pilot_1284,gpt-5,0.0,3,0,50.0
pilot_1241,gpt-5,0.0,3,0,50.0
pilot_1305,gpt-5,0.0,2,0,50.0
pilot_1262,gpt-5,0.0,3,0,50.0
pilot_1261,gpt-5,0.0,2,0,50.0
pilot_1314,gpt-5,0.0,2,0,50.0
pilot_1295,gpt-5,0.0,3,0,50.0
pilot_1229,gpt-5,0.0,2,0,50.0
pilot_1270,gpt-5,0.0,2,0,50.0
pilot_1203,gpt-5,0.16666666666666666,3,1,50.0
pilot_1273,gpt-5,0.0,3,0,50.0
pilot_1312,gpt-5,0.0,2,0,50.0
pilot_1316,gpt-5,0.0,3,0,50.0
pilot_1226,gpt-5,0.0,3,0,50.0
pilot_1288,gpt-5,0.0,2,0,50.0
pilot_1318,gpt-5,0.0,3,0,50.0
pilot_1216,gpt-5,0.0,3,0,50.0
pilot_1285,gpt-5,0.0,2,0,50.0
pilot_1317,gpt-5,0.0,2,0,50.0
pilot_1287,gpt-5,0.0,3,0,50.0
pilot_1332,gpt-5,0.0,2,0,50.0
pilot_1315,gpt-5,0.0,3,0,50.0
pilot_1256,gpt-5,0.0,3,0,50.0
pilot_1337,gpt-5,0.0,2,0,50.0
pilot_1344,gpt-5,0.0,1,0,50.0
pilot_1347,gpt-5,0.0,1,0,50.0
pilot_1320,gpt-5,0.0,2,0,50.0
pilot_1286,gpt-5,0.0,2,0,50.0
pilot_1259,gpt-5,0.0,2,0,50.0
pilot_1246,gpt-5,0.0,3,0,50.0
pilot_1276,gpt-5,0.25,2,1,50.0
pilot_1299,gpt-5,0.0,1,0,50.0
pilot_1296,gpt-5,0.0,2,0,50.0
pilot_1308,gpt-5,0.0,2,0,50.0
pilot_1298,gpt-5,0.0,2,0,50.0
pilot_1247,gpt-5,0.0,3,0,50.0
pilot_1294,gpt-5,0.0,2,0,50.0
pilot_1239,gpt-5,0.0,3,0,50.0
pilot_1252,gpt-5,0.0,2,0,50.0
pilot_1303,gpt-5,0.0,2,0,50.0
pilot_1307,gpt-5,0.0,2,0,50.0
pilot_1300,gpt-5,0.0,2,0,50.0
pilot_1292,gpt-5,0.0,2,0,50.0
pilot_1323,gpt-5,0.0,3,0,50.0
pilot_1297,gpt-5,0.0,3,0,50.0
pilot_1304,gpt-5,0.0,3,0,50.0
pilot_1354,gpt-5,0.25,2,1,50.0
pilot_1336,gpt-5,0.0,3,0,50.0
pilot_1364,gpt-5,0.0,2,0,50.0
pilot_1264,gpt-5,0.0,2,0,50.0
pilot_1265,gpt-5,0.0,2,0,50.0
pilot_1366,gpt-5,0.0,2,0,50.0
pilot_1219,gpt-5,0.0,3,0,50.0
pilot_1330,gpt-5,0.0,1,0,50.0
pilot_1327,gpt-5,0.0,2,0,50.0
pilot_1368,gpt-5,0.0,2,0,50.0
pilot_1367,gpt-5,0.0,2,0,50.0
pilot_1333,gpt-5,0.0,1,0,50.0
pilot_1331,gpt-5,0.0,2,0,50.0
pilot_1341,gpt-5,0.0,1,0,50.0
pilot_1277,gpt-5,0.0,3,0,50.0
pilot_1383,gpt-5,0.0,1,0,50.0
pilot_1360,gpt-5,0.0,2,0,50.0
pilot_1350,gpt-5,0.0,2,0,50.0
pilot_1349,gpt-5,0.0,2,0,50.0
pilot_1365,gpt-5,0.0,2,0,50.0
pilot_1345,gpt-5,0.0,3,0,50.0
pilot_1374,gpt-5,0.0,2,0,50.0
pilot_1370,gpt-5,0.0,3,0,50.0
pilot_1376,gpt-5,0.0,2,0,50.0
pilot_1372,gpt-5,0.0,2,0,50.0
pilot_1338,gpt-5,0.0,3,0,50.0
pilot_1328,gpt-5,0.0,3,0,50.0
pilot_1351,gpt-5,0.0,3,0,50.0
pilot_1397,gpt-5,0.0,1,0,50.0
pilot_1399,gpt-5,0.0,1,0,50.0
pilot_1391,gpt-5,0.0,2,0,50.0
pilot_1400,gpt-5,0.0,1,0,50.0
pilot_1392,gpt-5,0.0,2,0,50.0
pilot_1322,gpt-5,0.0,2,0,50.0
pilot_1243,gpt-5,0.0,3,0,50.0
pilot_1301,gpt-5,0.0,2,0,50.0
pilot_1306,gpt-5,0.0,2,0,50.0
pilot_1352,gpt-5,0.0,2,0,50.0
pilot_1279,gpt-5,0.0,3,0,50.0
pilot_1310,gpt-5,0.0,2,0,50.0
pilot_1408,gpt-5,0.0,1,0,50.0
pilot_1311,gpt-5,0.0,3,0,50.0
pilot_1412,gpt-5,0.0,1,0,50.0
pilot_1398,gpt-5,0.0,1,0,50.0
pilot_1402,gpt-5,0.0,2,0,50.0
pilot_1393,gpt-5,0.0,3,0,50.0
pilot_1353,gpt-5,0.0,3,0,50.0
pilot_1422,gpt-5,0.0,1,0,50.0
pilot_1407,gpt-5,0.0,3,0,50.0
pilot_1253,gpt-5,0.0,3,0,50.0
pilot_1423,gpt-5,0.0,1,0,50.0
pilot_1335,gpt-5,0.0,2,0,50.0
pilot_1375,gpt-5,0.0,1,0,50.0
pilot_1409,gpt-5,0.0,3,0,50.0
pilot_1382,gpt-5,0.0,1,0,50.0
pilot_1433,gpt-5,0.0,1,0,50.0
pilot_1381,gpt-5,0.0,2,0,50.0
pilot_1384,gpt-5,0.0,2,0,50.0
pilot_1394,gpt-5,0.0,1,0,50.0
pilot_1390,gpt-5,0.0,1,0,50.0
pilot_1386,gpt-5,0.0,2,0,50.0
pilot_1339,gpt-5,0.0,2,0,50.0
pilot_1329,gpt-5,0.0,3,0,50.0
pilot_1405,gpt-5,0.0,3,0,50.0
pilot_1431,gpt-5,0.0,2,0,50.0
pilot_1358,gpt-5,0.0,2,0,50.0
pilot_1362,gpt-5,0.0,2,0,50.0
pilot_1389,gpt-5,0.0,3,0,50.0
pilot_1356,gpt-5,0.0,2,0,50.0
pilot_1419,gpt-5,0.0,1,0,50.0
pilot_1410,gpt-5,0.0,1,0,50.0
pilot_1369,gpt-5,0.0,2,0,50.0
pilot_1417,gpt-5,0.0,1,0,50.0
pilot_1359,gpt-5,0.0,3,0,50.0
pilot_1413,gpt-5,0.0,3,0,50.0
pilot_1401,gpt-5,0.0,2,0,50.0
pilot_1387,gpt-5,0.0,2,0,50.0
pilot_1377,gpt-5,0.0,3,0,50.0
pilot_1421,gpt-5,0.0,2,0,50.0
pilot_1414,gpt-5,0.0,2,0,50.0
pilot_1459,gpt-5,0.0,1,0,50.0
pilot_1416,gpt-5,0.0,2,0,50.0
pilot_1455,gpt-5,0.0,1,0,50.0
pilot_1355,gpt-5,0.0,3,0,50.0
pilot_1445,gpt-5,0.0,2,0,50.0
pilot_1378,gpt-5,0.0,3,0,50.0
pilot_1373,gpt-5,0.0,3,0,50.0
pilot_1313,gpt-5,0.0,3,0,50.0
pilot_1427,gpt-5,0.0,1,0,50.0
pilot_1346,gpt-5,0.0,3,0,50.0
pilot_1380,gpt-5,0.0,2,0,50.0
pilot_1430,gpt-5,0.0,1,0,50.0
pilot_1434,gpt-5,0.0,1,0,50.0
pilot_1415,gpt-5,0.0,3,0,50.0
pilot_1342,gpt-5,0.0,3,0,50.0
pilot_1441,gpt-5,0.0,1,0,50.0
pilot_1411,gpt-5,0.0,3,0,50.0
pilot_1446,gpt-5,0.0,1,0,50.0
